time,cycle,phase,x_inlet_door_right_slow,x_inlet_side_seq_running,z1_temp_sp,z1_temp_pv,z1_temp_mv,z1_wind_ahead_sp,z1_wind_ahead_pv,z1_wind_beyond_sp,z1_wind_beyond_pv,z1_err_ahead_err,z1_err_beyond_err,z1_air_sp,z1_air_pv,z1_air_mv,z1_air_flow,z1_gas_sp,z1_gas_pv,z1_gas_mv,z1_gas_flow,z1_ratio_ratio,z2_temp_sp,z2_temp_pv,z2_temp_mv,z2_wind_ahead_sp,z2_wind_ahead_pv,z2_wind_beyond_sp,z2_wind_beyond_pv,z2_err_ahead_err,z2_err_beyond_err,z2_air_sp,z2_air_mv,z2_air_flow,z2_air_pv,z2_gas_sp,z2_gas_flow,z2_gas_pv,z2_gas_mv,z2_ratio_ratio,z3_temp_mv,z3_temp_pv,z3_temp_sp,z3_wind_ahead_pv,z3_wind_ahead_sp,z3_wind_beyond_sp,z3_wind_beyond_pv,z3_err_beyond_err,z3_err_ahead_err,z3_air_sp,z3_air_pv,z3_air_mv,z3_air_flow,z3_gas_sp,z3_gas_pv,z3_gas_mv,z3_gas_flow,z3_ratio_ratio,z4_temp_sp,z4_temp_pv,z4_temp_mv,z4_wind_ahead_sp,z4_wind_ahead_pv,z4_wind_beyond_sp,z4_wind_beyond_pv,z4_err_ahead_err,z4_err_beyond_err,z4_air_sp,z4_air_pv,z4_air_mv,z4_air_flow,z4_gas_sp,z4_gas_pv,z4_gas_mv,z4_gas_flow,z4_ratio_ratio,z5_temp_sp,z5_temp_pv,z5_temp_mv,z5_wind_ahead_sp,z5_wind_ahead_pv,z5_wind_beyond_sp,z5_wind_beyond_pv,z5_err_ahead_err,z5_err_beyond_err,z5_air_sp,z5_air_pv,z5_air_mv,z5_air_flow,z5_gas_sp,z5_gas_pv,z5_gas_mv,z5_gas_flow,z5_ratio_ratio,z6_temp_sp,z6_temp_pv,z6_temp_mv,z6_wind_ahead_sp,z6_wind_ahead_pv,z6_wind_beyond_sp,z6_wind_beyond_pv,z6_err_ahead_err,z6_err_beyond_err,z6_air_sp,z6_air_pv,z6_air_mv,z6_air_flow,z6_gas_sp,z6_gas_pv,z6_gas_mv,z6_gas_flow,z6_ratio_ratio,score_iforest_z1,flag_iforest_z1,score_iforest_z2,flag_iforest_z2,score_iforest_z3,flag_iforest_z3,score_iforest_z4,flag_iforest_z4,score_iforest_z5,flag_iforest_z5,score_iforest_z6,flag_iforest_z6
2025-10-10T21:30:00.320,,,0,1,670,461.5,50,670,461.5,645,396.1,208.5,248.9,50,49.7526,51.4443,1991.07,50,48.8274,47.402,160.141,12.4333,670,507.5,83.3333,670,507.5,645,441.5,162.5,203.5,83.3333,76.2865,3270.49,81.7615,83.3333,266.158,81.1615,60.8613,12.2877,83.3333,561.1,670,561.1,670,645,493,108.9,152,83.3333,82.0823,83.5552,3366.01,83.3333,81.6029,60.6207,267.658,12.5758,670,579.5,83.3333,670,579.5,645,523.1,90.5,121.9,83.3333,81.8302,87.6619,3274.04,83.3333,81.4154,64.0622,267.017,12.2615,670,595.1,100,670,595.1,645,545.9,74.9,99.1,100,83.2715,100,3551.04,100,83.3296,62.4985,273.334,12.9916,600,604.1,25.4278,600,604.1,600,562.2,-4.09998,37.8,25.4278,42.1435,42.9363,1725.01,25.4278,35.2093,32.9987,115.307,14.9601,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0
2025-10-10T21:30:02.320,,,0,1,670,461.5,50,670,461.5,645,396.4,208.5,248.6,50,49.4765,51.6255,1979.69,50,48.7928,47.5257,160.04,12.37,670,507,83.3333,670,507,645,441.4,163,203.6,83.3333,77.0211,3252.53,81.2328,83.3333,266.512,81.2497,60.7018,12.2041,83.3333,560.8,670,560.8,670,645,492.6,109.2,152.4,83.3333,81.8906,83.9869,3356.88,83.3333,81.6717,60.5588,267.87,12.5317,670,579.7,83.3333,670,579.8,645,523.2,90.2,121.8,83.3333,81.535,88.1779,3262.67,83.3333,81.3317,64.0584,266.768,12.2304,670,595,100,670,595,645,546,75,99,100,83.2223,100,3548.11,100,83.4807,62.405,273.842,12.9568,600,603.6,25.7678,600,603.6,600,562.6,-3.59998,37.4,25.7678,39.551,41.3916,1619.51,25.7678,32.9023,32.2055,107.715,15.0352,0.0000,0,0.0090,0,0.0054,0,0.0036,0,0.0018,0,0.0090,0
2025-10-10T21:30:04.320,,,0,1,670,461.5,50,670,461.5,645,396.8,208.5,248.2,50,50.2012,51.4097,2009.81,50,49.5497,47.599,162.671,12.355,670,506.8,83.3333,670,506.8,645,441.6,163.2,203.4,83.3333,77.2139,3272.69,81.7527,83.3333,268.671,81.8848,60.6848,12.1811,83.3333,560.6,670,560.6,670,645,492.6,109.4,152.4,83.3333,82.291,84.0953,3376.17,83.3333,82.17,60.5513,269.581,12.5238,670,579.8,83.3333,670,579.8,645,523.1,90.2,121.9,83.3333,82.4527,88.0771,3303.08,83.3333,81.8926,64.2555,268.696,12.293,670,594.8,100,670,594.8,645,546,75.2,99,100,83.7761,100,3573.65,100,84.0806,62.3203,275.899,12.9528,600,602.9,26.307,600,602.9,600,562.6,-2.90002,37.4,26.307,37.6367,39.805,1540.87,26.307,30.952,31.2456,100.989,15.2578,0.0000,0,0.0143,0,0.0096,0,0.0060,0,0.0048,0,0.0204,0
2025-10-10T21:30:06.320,,,0,1,670,462.2,50,670,462.2,645,397.7,207.8,247.3,50,50.6152,51.4539,2026.54,50,50.7695,47.1378,166.588,12.1649,670,507.1,83.3333,670,507.1,645,442.1,162.9,202.9,83.3333,77.2369,3294.09,82.2474,83.3333,271.317,82.6875,60.5303,12.1411,83.3333,560.7,670,560.7,670,645,492.4,109.3,152.6,83.3333,83.9797,83.3776,3442.05,83.3333,83.0039,60.7293,272.407,12.6357,670,580,83.3333,670,580,645,522.8,90,122.2,83.3333,83.7013,87.5841,3353.23,83.3333,82.8711,64.3827,271.945,12.3305,670,595.4,100,670,595.4,645,545.9,74.6,99.1,100,84.6572,100,3611.22,100,84.9023,62.3288,278.582,12.9629,600,601.9,27.1389,600,601.9,600,562.4,-1.90002,37.6,27.1389,35.5886,38.6149,1455.58,27.1389,29.6953,30.7597,97.2341,14.9699,0.0063,0,0.0142,0,0.0107,0,0.0089,0,0.0064,0,0.0349,0
2025-10-10T21:30:08.320,,,0,1,670,463.2,50,670,463.2,645,398.3,206.8,246.7,50,50.6763,51.6425,2029.46,50,51.0235,46.7887,167.293,12.1312,670,507.6,83.3333,670,507.6,645,442.3,162.4,202.7,83.3333,76.9226,3331.43,83.1941,83.3333,272.58,83.0842,60.6011,12.2218,83.3333,561,670,561.1,670,645,492.1,108.9,152.9,83.3333,84.4093,83.13,3457.9,83.3333,83.5531,60.5912,274.08,12.6164,670,580.1,83.3333,670,580.1,645,522.6,89.9,122.4,83.3333,83.9387,87.5101,3359.85,83.3333,83.6078,64.1809,274.349,12.2466,670,596,100,670,596,645,546,74,99,100,84.9908,100,3627.2,100,85.2177,62.2578,279.488,12.978,600,600.6,28.2739,600,600.6,600,561.9,-0.599976,38.1,28.2739,33.8845,38.0347,1386.71,28.2739,29.3645,30.7807,96.2772,14.4034,0.0172,0,0.0123,0,0.0091,0,0.0114,0,0.0116,0,0.0528,0
2025-10-10T21:30:10.320,,,0,1,670,463.8,50,670,463.8,645,399,206.2,246,50,50.7673,51.3445,2030.07,50,50.3406,46.9062,165.002,12.3033,670,507.9,83.3333,670,507.9,645,442,162.1,203,83.3333,76.7111,3354.1,83.7694,83.3333,273.141,83.259,60.605,12.2797,83.3333,561.1,670,561.1,670,645,492.5,108.9,152.5,83.3333,84.0347,83.2974,3442.06,83.3333,83.7785,60.4306,274.781,12.5266,670,579.9,83.3333,670,579.9,645,522.5,90.1,122.5,83.3333,84.1012,87.5079,3366.03,83.3333,83.8254,64.0004,274.96,12.2419,670,596.6,100,670,596.6,645,546,73.4,99,100,85.1197,100,3630.15,100,85.0207,62.3053,278.817,13.0198,600,599.8,28.8091,600,599.8,600,561.7,0.200012,38.3,28.8091,32.6336,37.7351,1336.53,28.8091,29.3871,30.853,96.3257,13.8751,0.0280,0,0.0128,0,0.0077,0,0.0117,0,0.0186,0,0.0692,0
2025-10-10T21:30:12.320,,,0,1,670,464.4,50,670,464.4,645,399.6,205.6,245.4,50,50.6401,51.1248,2025.94,50,49.9585,46.9857,163.832,12.3659,670,508.4,83.3333,670,508.4,645,442.2,161.6,202.8,83.3333,76.26,3376.24,84.3282,83.3333,273.25,83.3071,60.605,12.3558,83.3333,561.2,670,561.3,670,645,493.1,108.7,151.9,83.3333,83.7251,83.3686,3433.4,83.3333,83.7954,60.3221,274.775,12.4953,670,580.4,83.3333,670,580.4,645,522.4,89.6,122.6,83.3333,84.0787,87.4303,3360.49,83.3333,83.7641,63.9226,274.711,12.2328,670,596.9,100,670,596.9,645,545.9,73.1,99.1,100,85.1016,100,3627.93,100,84.9673,62.3375,278.606,13.0217,600,599.3,29.2709,600,599.3,600,561.5,0.700012,38.5,29.2709,32.1886,37.22,1318.45,29.2709,29.368,30.9779,96.2596,13.6969,0.0386,0,0.0156,0,0.0072,0,0.0145,0,0.0251,0,0.0831,0
2025-10-10T21:30:14.320,,,0,1,670,465,50,670,465.1,645,400.2,204.9,244.8,50,50.5131,51.0886,2020.4,50,49.8054,47.0366,163.368,12.3672,670,508.8,83.3333,670,508.8,645,442.7,161.2,202.3,83.3333,75.9544,3378.17,84.4484,83.3333,273.24,83.3046,60.605,12.3634,83.3333,561.5,670,561.5,670,645,493.5,108.5,151.5,83.3333,84.2832,83.0848,3456.6,83.3333,83.6758,60.289,274.419,12.5961,670,580.7,83.3333,670,580.7,645,523,89.3,122,83.3333,84.2605,87.3155,3372.41,83.3333,83.8281,63.7991,274.97,12.2646,670,597.4,100,670,597.4,645,546,72.6,99,100,85.0871,100,3627.18,100,84.9024,62.388,278.468,13.0255,600,599.1,29.4728,600,599.1,600,561.5,0.900024,38.5,29.4728,31.4401,37.1362,1287.45,29.4728,29.4168,30.9962,96.4189,13.3526,0.0560,0,0.0224,0,0.0094,0,0.0205,0,0.0366,0,0.1077,0
2025-10-10T21:30:16.320,,,0,1,670,465.3,50,670,465.3,645,400.3,204.7,244.7,50,50.3426,51.0969,2014.15,50,49.7369,47.1025,163.201,12.3415,670,509.3,83.3333,670,509.3,645,443.4,160.7,201.6,83.3333,76.0875,3357.81,83.9118,83.3333,273.449,83.3687,60.605,12.2795,83.3333,561.4,670,561.3,670,645,493.4,108.7,151.6,83.3333,83.6883,83.298,3431.38,83.3333,83.6421,60.2333,274.323,12.5086,670,581,83.3333,670,581,645,523.6,89,121.4,83.3333,83.9618,87.3924,3358.54,83.3333,83.8023,63.6918,274.861,12.219,670,597.2,100,670,597.2,645,546.1,72.8,98.9,100,84.9696,100,3623.91,100,84.9702,62.3703,278.704,13.0027,600,598.8,29.7722,600,598.8,600,561.5,1.20001,38.5,29.7722,31.1667,36.9729,1277.83,29.7722,29.4054,31.1047,96.476,13.2451,0.0748,0,0.0290,0,0.0094,0,0.0269,0,0.0464,0,0.1308,0
2025-10-10T21:30:18.320,,,0,1,670,465.2,50,670,465.2,645,399.7,204.8,245.3,50,50.2688,51.0843,2011.24,50,49.6755,47.1754,162.948,12.3428,670,509.3,83.3333,670,509.3,645,443.6,160.7,201.4,83.3333,75.9006,3363.69,84.0507,83.3333,273.272,83.3187,60.605,12.3089,83.3333,561.4,670,561.4,670,645,493.6,108.6,151.4,83.3333,83.7027,83.2718,3432.29,83.3333,83.5492,60.2244,274.029,12.5253,670,581.3,83.3333,670,581.3,645,524.2,88.7,120.8,83.3333,83.9781,87.2678,3359.67,83.3333,83.6078,63.6963,274.221,12.2517,670,597.3,100,670,597.3,645,546.2,72.7,98.8,100,85.0527,100,3625.69,100,85.0497,62.3818,279.014,12.9946,600,598.5,30.0764,600,598.5,600,561.7,1.5,38.3,30.0764,30.7411,37.0803,1259.27,30.0764,29.3958,31.3071,96.431,13.0588,0.0927,0,0.0344,0,0.0085,0,0.0342,0,0.0556,0,0.1515,0
2025-10-10T21:30:20.320,,,0,1,670,464.3,50,670,464.3,645,397.8,205.7,247.2,50,50.4007,50.9694,2017,50,49.691,47.2238,162.987,12.3752,670,509.4,83.3333,670,509.4,645,444.2,160.6,200.8,83.3333,75.7804,3361.44,83.9945,83.3333,273.212,83.3002,60.605,12.3034,83.3333,561.4,670,561.4,670,645,493.5,108.6,151.5,83.3333,83.9518,83.0219,3440.11,83.3333,83.4564,60.2449,273.724,12.5678,670,581.5,83.3333,670,581.5,645,524.5,88.5,120.5,83.3333,84.0262,87.0949,3362.52,83.3333,83.5033,63.7098,273.865,12.278,670,597.2,100,670,597.2,645,546.4,72.8,98.6,100,85.0788,100,3629.52,100,85.4174,62.2533,280.195,12.9536,600,598.2,30.3883,600,598.4,600,561.7,1.59998,38.3,30.3883,30.7107,37.1542,1259.3,30.3883,29.4217,31.5797,96.4646,13.0545,0.1022,0,0.0419,0,0.0080,0,0.0415,0,0.0640,0,0.1683,0
2025-10-10T21:30:22.320,,,1,1,670,463.1,50,670,463.1,645,395.9,206.9,249.1,50,50.161,51.0305,2006.76,50,49.6644,47.2881,162.899,12.319,670,509.6,83.3333,670,509.6,645,444.5,160.4,200.5,83.3333,75.9648,3340.4,83.4727,83.3333,273.088,83.2623,60.605,12.232,83.3333,561.4,670,561.4,670,645,493.6,108.6,151.4,83.3333,84.0605,82.8007,3447.6,83.3333,83.3834,60.2497,273.472,12.6068,670,581.8,83.3333,670,581.8,645,524.6,88.2,120.4,83.3333,83.8366,87.0679,3353.05,83.3333,83.4537,63.7182,273.715,12.2501,670,597.1,100,670,597.1,645,546.6,72.9,98.4,100,85.3753,100,3639.76,100,85.6451,62.2399,280.929,12.9562,600,598.5,30.1619,600,598.5,600,561.7,1.5,38.3,30.1619,30.7671,36.9196,1261.29,30.1619,29.4377,31.6651,96.5429,13.0646,0.1001,0,0.0516,0,0.0091,0,0.0496,0,0.0687,0,0.1766,0
2025-10-10T21:30:24.320,,,1,1,670,462.3,50,670,462.3,645,394.2,207.7,250.8,50,50.0423,51.0574,2002.49,50,49.8935,47.2449,163.727,12.2307,670,510,83.3333,670,510,645,445.2,160,199.8,83.3333,75.9558,3337.69,83.429,83.3333,273.31,83.3185,60.605,12.2121,83.3333,561.6,670,561.6,670,645,494.2,108.4,150.8,83.3333,83.7072,82.9025,3433.43,83.3333,83.4084,60.2497,273.592,12.5495,670,581.4,83.3333,670,581.4,645,523.9,88.6,121.1,83.3333,84.056,86.8827,3362.31,83.3333,83.4865,63.7003,273.823,12.2791,670,597.2,100,670,597.2,645,546.7,72.8,98.3,100,85.1425,100,3630.48,100,85.3302,62.1663,279.806,12.975,600,598.6,30.1124,600,598.6,600,561.9,1.40002,38.1,30.1124,30.6554,36.8321,1256.84,30.1124,29.4486,31.7988,96.5657,13.0154,0.0909,0,0.0616,0,0.0116,0,0.0566,0,0.0708,0,0.1802,0
2025-10-10T21:30:26.320,,,0,1,670,462,50,670,462,645,393.1,208,251.9,50,49.9828,51.3312,2000.75,50,50.5449,47.0021,165.89,12.0607,670,510.5,83.3333,670,510.5,645,445.7,159.5,199.3,83.3333,75.9531,3332.05,83.272,83.3333,273.19,83.2857,60.605,12.1968,83.3333,562,670,562,670,645,494.7,108,150.3,83.3333,84.0359,82.6291,3443.4,83.3333,83.4068,60.2487,273.561,12.5873,670,581.4,83.3333,670,581.4,645,523.6,88.6,121.4,83.3333,84.0713,86.6842,3362.28,83.3333,83.4107,63.718,273.561,12.2908,670,597.3,100,670,597.3,645,546.7,72.7,98.3,100,85.0737,100,3625.14,100,84.825,62.2649,278.188,13.0313,600,598.6,30.1511,600,598.6,600,562.2,1.40002,37.8,30.1511,30.5807,36.8102,1254.14,30.1511,29.4979,31.943,96.7787,12.9589,0.0772,0,0.0715,0,0.0155,0,0.0609,0,0.0718,0,0.1811,0
2025-10-10T21:30:28.320,,,0,1,670,461.1,50,670,461.1,645,391.9,208.9,253.1,50,50.1174,51.5582,2006.46,50,50.8332,46.7273,166.758,12.0321,670,510.5,83.3333,670,510.5,645,445.2,159.5,199.8,83.3333,75.9539,3335.73,83.2797,83.3333,273.253,83.3166,60.6037,12.2075,83.3333,561.9,670,562,670,645,495.3,108,149.7,83.3333,83.8998,82.5953,3438.93,83.3333,83.3791,60.2486,273.496,12.574,670,581.5,83.3333,670,581.5,645,524.1,88.5,120.9,83.3333,83.8815,86.6999,3359.64,83.3333,83.4729,63.6998,273.701,12.2748,670,596.9,100,670,596.9,645,546.6,73.1,98.4,100,85.2108,100,3633.71,100,84.7702,62.4046,278.11,13.0657,600,598.9,29.9128,600,598.9,600,562.4,1.09998,37.6,29.9128,30.426,36.6637,1247.45,29.9128,29.5723,31.9016,96.9842,12.8624,0.0635,0,0.0792,0,0.0173,0,0.0641,0,0.0681,0,0.1794,0
2025-10-10T21:30:30.320,,,0,1,670,460.8,50,670,460.8,645,391.4,209.2,253.6,50,50.5498,51.2778,2023.06,50,50.3857,46.7549,165.219,12.2447,670,510.2,83.3333,670,510.2,645,445.1,159.8,199.9,83.3333,75.8092,3348.75,83.6266,83.3333,273.058,83.2391,60.6038,12.2639,83.3333,562.1,670,562.1,670,645,495.5,107.9,149.5,83.3333,83.6902,82.6078,3428.26,83.3333,83.3446,60.2486,273.378,12.5404,670,581.9,83.3333,670,581.9,645,524.4,88.1,120.6,83.3333,84.01,86.4329,3359.19,83.3333,83.2352,63.7152,273.045,12.3027,670,596.7,100,670,596.7,645,546.6,73.3,98.4,100,84.7425,100,3614.7,100,85.3057,62.0575,279.849,12.9166,600,599.2,29.6683,600,599.2,600,562.7,0.799988,37.3,29.6683,30.086,36.6278,1233.53,29.6683,29.5963,31.8248,97.0758,12.7068,0.0500,0,0.0827,0,0.0207,0,0.0678,0,0.0645,0,0.1746,0
2025-10-10T21:30:32.320,,,0,1,670,460.4,50,670,460.4,645,390.9,209.6,254.1,50,50.6325,50.9921,2025.31,50,50.0353,46.8425,164.058,12.3451,670,510.1,83.3333,670,510.2,645,445.1,159.8,199.9,83.3333,75.6836,3353.32,83.7476,83.3333,273.412,83.3544,60.6038,12.2647,83.3333,562.3,670,562.3,670,645,495.5,107.7,149.5,83.3333,83.7475,82.5929,3433.07,83.3333,83.4482,60.2414,273.707,12.5429,670,582.1,83.3333,670,582.1,645,524.3,87.9,120.7,83.3333,83.9098,86.3762,3359.67,83.3333,83.3701,63.7152,273.438,12.2868,670,597.2,100,670,597.2,645,546.6,72.8,98.4,100,85.1121,100,3630.16,100,85.019,62.2013,278.834,13.0191,600,599.3,29.5961,600,599.3,600,562.8,0.700012,37.2,29.5961,29.9893,36.6141,1229.88,29.5961,29.6578,31.7987,97.3067,12.6392,0.0394,0,0.0856,0,0.0250,0,0.0709,0,0.0631,0,0.1679,0
2025-10-10T21:30:34.320,,,0,1,670,459.9,50,670,459.9,645,390.8,210.1,254.2,50,50.2116,51.1053,2009.27,50,49.8207,46.8812,163.412,12.2957,670,510.6,83.3333,670,510.6,645,445.8,159.4,199.2,83.3333,75.4033,3362.98,84.049,83.3333,273.263,83.3158,60.6038,12.3068,83.3333,562.2,670,562.2,670,645,495.4,107.8,149.6,83.3333,83.9559,82.3498,3443.63,83.3333,83.3587,60.2456,273.391,12.596,670,582.4,83.3333,670,582.4,645,524.6,87.6,120.4,83.3333,83.7053,86.391,3348.43,83.3333,83.3822,63.7151,273.519,12.242,670,597.3,100,670,597.3,645,546.5,72.7,98.5,100,85.6337,100,3651.74,100,84.9292,62.5399,278.619,13.1066,600,599.4,29.5217,600,599.4,600,563,0.599976,37,29.5217,30.0048,36.5623,1230.35,29.5217,29.6627,31.7925,97.3065,12.6441,0.0360,0,0.0905,0,0.0288,0,0.0745,0,0.0626,0,0.1592,0
2025-10-10T21:30:36.320,,,0,1,670,459.5,50,670,459.5,645,390.6,210.5,254.4,50,50.3643,50.9867,2015.54,50,49.7021,46.9756,163.036,12.3626,670,510.6,83.3333,670,510.6,645,445.7,159.4,199.3,83.3333,75.3088,3358.54,83.9179,83.3333,272.973,83.2274,60.6069,12.3035,83.3333,562.5,670,562.5,670,645,495.7,107.5,149.3,83.3333,83.8771,82.2666,3438.16,83.3333,83.3212,60.2456,273.293,12.5805,670,583,83.3333,670,583,645,524.2,87,120.8,83.3333,83.5316,86.3959,3342.92,83.3333,83.2899,63.7151,273.204,12.236,670,597.6,100,670,597.6,645,546.6,72.4,98.4,100,85.4647,100,3644.38,100,85.6299,62.335,280.93,12.9725,600,599.4,29.5391,600,599.4,600,563.1,0.599976,36.9,29.5391,30.0093,36.5333,1229.43,29.5391,29.658,31.7843,97.3165,12.6333,0.0410,0,0.0943,0,0.0340,0,0.0795,0,0.0643,0,0.1521,0
2025-10-10T21:30:38.320,,,0,1,670,459.2,50,670,459.2,645,389.9,210.8,255.1,50,50.3521,50.9443,2013.93,50,49.6587,47.0521,162.893,12.3635,670,510.5,83.3333,670,510.5,645,445.9,159.5,199.1,83.3333,75.0698,3365.32,84.1074,83.3333,273.014,83.2346,60.6063,12.3266,83.3333,562.6,670,562.6,670,645,495.9,107.4,149.1,83.3333,84.1173,82.0158,3448.97,83.3333,83.3323,60.2456,273.334,12.6182,670,582.5,83.3333,670,582.4,645,524.3,87.6,120.7,83.3333,83.6853,86.2564,3348.28,83.3333,83.3206,63.7151,273.295,12.2515,670,598,100,670,598,645,546.8,72,98.2,100,85.2585,100,3633.82,100,85.8754,62.0916,281.65,12.9019,600,599.8,29.189,600,599.8,600,563.3,0.200012,36.7,29.189,29.969,36.4678,1229.53,29.189,29.6343,31.6036,97.1763,12.6526,0.0516,0,0.0954,0,0.0387,0,0.0840,0,0.0674,0,0.1437,0
2025-10-10T21:30:40.320,,,0,1,670,459,50,670,459,645,390,211,255,50,50.1309,51.0355,2005.72,50,49.7223,47.0869,163.102,12.2973,670,510.8,83.3333,670,510.8,645,446.3,159.2,198.7,83.3333,75.0411,3355,83.8854,83.3333,273.131,83.2755,60.6063,12.2835,83.3333,563,670,563,670,645,496.4,107,148.6,83.3333,84.1781,81.8563,3449.7,83.3333,83.4005,60.2456,273.541,12.6113,670,582.6,83.3333,670,582.6,645,524.9,87.4,120.1,83.3333,83.9182,86.1128,3359.19,83.3333,83.3927,63.7151,273.515,12.2815,670,597.9,100,670,597.9,645,547.2,72.1,97.8,100,85.5341,100,3647.97,100,85.3382,62.294,279.883,13.0339,600,599.9,29.1016,600,599.9,600,563.5,0.0999756,36.5,29.1016,30.0228,36.3915,1230.61,29.1016,29.6545,31.4557,97.2538,12.6536,0.0646,0,0.0955,0,0.0432,0,0.0889,0,0.0695,0,0.1348,0
2025-10-10T21:30:42.320,,,0,1,670,458.7,50,670,458.7,645,389.9,211.3,255.1,50,50.0225,51.0507,2001.86,50,49.7418,47.1253,163.153,12.2698,670,511,83.3333,670,511,645,446.1,159,198.9,83.3333,75.0118,3353.98,83.8359,83.3333,273.122,83.2728,60.6063,12.2801,83.3333,563.6,670,563.6,670,645,496.6,106.4,148.4,83.3333,83.7277,82.0214,3432.35,83.3333,83.4096,60.2443,273.571,12.5465,670,582.9,83.3333,670,582.9,645,524.8,87.1,120.2,83.3333,83.6765,86.1627,3350.16,83.3333,83.4135,63.7151,273.609,12.2443,670,597.8,100,670,597.8,645,547.2,72.2,97.8,100,85.4265,100,3644.02,100,85.1361,62.3951,279.272,13.0483,600,600.4,28.8275,600,600.4,600,563.6,-0.400024,36.4,28.8275,29.9271,36.3969,1227.18,28.8275,29.6638,31.1765,97.259,12.6176,0.0760,0,0.0967,0,0.0513,0,0.0948,0,0.0731,0,0.1251,0
2025-10-10T21:30:44.320,,,0,1,670,458.1,50,670,458.1,645,389.7,211.9,255.3,50,50.0635,51.0507,2002.86,50,49.6406,47.219,162.796,12.3029,670,511.2,83.3333,670,511.2,645,446,158.8,199,83.3333,75.156,3340.1,83.449,83.3333,273.239,83.2969,60.6063,12.2241,83.3333,563.4,670,563.4,670,645,496.7,106.6,148.3,83.3333,83.9792,81.7916,3443.15,83.3333,83.3203,60.2443,273.303,12.5983,670,582.8,83.3333,670,582.8,645,524.7,87.2,120.3,83.3333,83.6799,86.108,3352.37,83.3333,83.3633,63.7128,273.444,12.2598,670,598.1,100,670,598.1,645,547.2,71.9,97.8,100,85.5018,100,3644.36,100,85.3164,62.4015,279.902,13.0201,600,600.7,28.5407,600,600.7,600,563.8,-0.700012,36.2,28.5407,29.8106,36.3892,1221.91,28.5407,29.5664,30.7621,96.8881,12.6116,0.0888,0,0.1004,0,0.0573,0,0.0980,0,0.0792,0,0.1155,0
2025-10-10T21:30:46.320,,,0,1,670,458,50,670,458,645,390.1,212,254.9,50,49.7881,51.1117,1992,50,49.696,47.1598,162.973,12.2229,670,511.2,83.3333,670,511.2,645,445.9,158.8,199.1,83.3333,75.1302,3333.25,83.29,83.3333,273.312,83.3254,60.6063,12.1958,83.3333,562.9,670,562.9,670,645,496.7,107.1,148.3,83.3333,83.9701,81.6597,3443.41,83.3333,83.3645,60.2443,273.415,12.5941,670,582.5,83.3333,670,582.5,645,525.1,87.5,119.9,83.3333,83.9954,85.8668,3360.2,83.3333,83.3879,63.7128,273.504,12.2857,670,597.9,100,670,597.9,645,547.4,72.1,97.6,100,85.709,100,3655.59,100,85.5168,62.418,280.513,13.0318,600,601,28.2466,600,601,600,564,-1,36,28.2466,29.7119,36.0821,1217.23,28.2466,29.0238,30.6567,95.1186,12.797,0.0999,0,0.1046,0,0.0595,0,0.0986,0,0.0816,0,0.1050,0
2025-10-10T21:30:48.320,,,0,1,670,457.2,50,670,457.2,645,389.8,212.8,255.2,50,49.852,51.1038,1994.24,50,49.6786,47.2028,163.024,12.2328,670,511.5,83.3333,670,511.6,645,446.1,158.4,198.9,83.3333,75.1336,3330.61,83.277,83.3333,273.402,83.3615,60.6027,12.1821,83.3333,563,670,563,670,645,496.1,107,148.9,83.3333,84.2543,81.3574,3453.15,83.3333,83.3537,60.2443,273.402,12.6303,670,582.8,83.3333,670,582.8,645,525.2,87.2,119.8,83.3333,83.7383,85.8623,3350.87,83.3333,83.3185,63.7128,273.248,12.2631,670,597.5,100,670,597.5,645,547.5,72.5,97.5,100,85.8828,100,3661.56,100,85.6271,62.4893,280.833,13.0382,600,601.1,28.1268,600,601.1,600,564.2,-1.09998,35.8,28.1268,29.2855,36.0609,1199.91,28.1268,28.7806,30.483,94.3499,12.7176,0.1123,0,0.1076,0,0.0627,0,0.0992,0,0.0815,0,0.0946,0
2025-10-10T21:30:50.320,,,0,1,670,457,50,670,457,645,389.4,213,255.6,50,49.9254,51.2363,1998.85,50,50.2876,47.0455,164.969,12.1165,670,511.7,83.3333,670,511.7,645,446.1,158.3,198.9,83.3333,75.1527,3331.54,83.2594,83.3333,273.296,83.3218,60.5841,12.1902,83.3333,562.8,670,562.8,670,645,495.7,107.2,149.3,83.3333,84.0505,81.2676,3445.48,83.3333,83.2867,60.2443,273.129,12.6148,670,582.7,83.3333,670,582.7,645,525.3,87.3,119.7,83.3333,83.8195,85.7357,3355.08,83.3333,83.3062,63.7128,273.314,12.2755,670,597.9,100,670,597.9,645,547.5,72.1,97.5,100,85.726,100,3653,100,85.603,62.4459,280.707,13.0136,600,601.4,27.8236,600,601.2,600,564.2,-1.20001,35.8,27.8236,29.1608,35.9367,1195.59,27.8236,28.6046,30.3339,93.7612,12.7515,0.1235,0,0.1117,0,0.0633,0,0.0962,0,0.0818,0,0.0829,0
